row_id,output_class,confidence
0,n02092002,0.0122704533860087
1,n13037406,0.0127733517438173
2,n02480495,0.0100746527314186
3,n03272562,0.0167427826672792
4,n02027492,0.0141652673482894
5,n02102177,0.011362018994987
6,n03459775,0.0197638291865587
7,n02894605,0.0523917414247989
8,n02027492,0.0804725736379623
9,n02480495,0.0639728680253028
10,n02480495,0.0133962454274296
11,n02102177,0.0125236939638853
12,n02115641,0.0115497102960944
13,n13037406,0.0113078765571117
14,n10565667,0.0191367659717798
15,n03590841,0.1904709637165069
16,n02894605,0.0117940912023186
17,n02480495,0.011359728872776
18,n13044778,0.0101772546768188
19,n02027492,0.013676363043487
20,n02894605,0.0128147220239043
21,n02326432,0.0172668993473052
22,n13037406,0.0113623021170496
23,n03272562,0.0168239846825599
24,n02894605,0.0115076908841729
25,n03459775,0.0189398862421512
26,n01601694,0.0128759630024433
27,n04296562,0.0704290866851806
28,n03345487,0.0124165890738368
29,n02115641,0.0121356416493654
30,n02092002,0.013314040377736
31,n03459775,0.016677251085639
32,n03590841,0.1023959591984748
33,n10565667,0.0219894107431173
34,n03459775,0.0173895321786403
35,n02115641,0.0129971280694007
36,n03344393,0.012380352243781
37,n02033041,0.0227528419345617
38,n01748264,0.018425315618515
39,n02326432,0.0161120668053627
40,n13037406,0.0115167926996946
41,n04591157,0.3430733978748321
42,n03459775,0.0129235303029418
43,n03344393,0.0125715686008334
44,n13037406,0.0121086463332176
45,n03272562,0.0145861115306615
46,n02326432,0.0218025408685207
47,n03459775,0.0209134928882122
48,n03459775,0.0129250148311257
49,n03272562,0.0129145765677094
50,n13044778,0.0109812375158071
51,n13044778,0.0102828461676836
52,n10565667,0.0651868283748626
53,n02894605,0.0128411846235394
54,n03272562,0.0192504581063985
55,n02480495,0.0124518098309636
56,n03272562,0.0180901754647493
57,n03899768,0.0128868101164698
58,n02480495,0.0135164083912968
59,n03272562,0.0144323008134961
60,n02102177,0.0107942093163728
61,n02480495,0.0118335466831922
62,n12998815,0.0139923589304089
63,n02480495,0.0114747816696763
64,n03590841,0.0535141341388225
65,n10565667,0.030771380290389
66,n12998815,0.0145340897142887
67,n10565667,0.0213382039219141
68,n03272562,0.0152349919080734
69,n03459775,0.0668371096253395
70,n03272562,0.0733816996216774
71,n02326432,0.0689126551151275
72,n03459775,0.0140752550214529
73,n02326432,0.0190301351249218
74,n12998815,0.0124990697950124
75,n03272562,0.0153839532285928
76,n03272562,0.016098391264677
77,n02092002,0.0128578869625926
78,n03459775,0.085181213915348
79,n02894605,0.0627110973000526
80,n02894605,0.0525497645139694
81,n03459775,0.066392958164215
82,n02027492,0.2125083804130554
83,n02099601,0.0480922944843769
84,n13040303,0.043406706303358
85,n02102177,0.0113893896341323
86,n02480495,0.009837158024311
87,n10565667,0.0286312866955995
88,n03345487,0.0111881699413061
89,n10565667,0.027692561969161
90,n02326432,0.026256013661623
91,n02894605,0.0117179742082953
92,n02326432,0.027652733027935
93,n02480495,0.0109863448888063
94,n03459775,0.0172405689954757
95,n10565667,0.0827139094471931
96,n03272562,0.0774459168314933
97,n03197337,0.0456290729343891
98,n03899768,0.0125934202224016
99,n03459775,0.020192539319396
100,n02480495,0.0102983266115188
101,n01601694,0.0152689265087246
102,n02115641,0.0142819229513406
103,n03459775,0.0112893832847476
104,n02480495,0.0124576548114418
105,n03590841,0.430288702249527
106,n03272562,0.0142481224611401
107,n10565667,0.0253044627606868
108,n02102177,0.0518339797854423
109,n03272562,0.071401409804821
110,n02115641,0.0489982143044471
111,n02480495,0.0118378419429063
112,n03297495,0.0459585636854171
113,n02480495,0.0118338800966739
114,n03590841,0.0392944142222404
115,n01798484,0.0267329923808574
116,n02087046,0.0098407454788684
117,n03459775,0.0213004276156425
118,n01601694,0.0134394122287631
119,n03743016,0.0135970516130328
120,n13037406,0.0116792852059006
121,n03459775,0.0165507234632968
122,n13044778,0.0104431929066777
123,n03743016,0.0122192073613405
124,n02091635,0.0095101743936538
125,n03485407,0.0151148736476898
126,n13044778,0.0100892791524529
127,n03272562,0.0845052450895309
128,n02092002,0.0559959486126899
129,n02027492,0.074383296072483
130,n03459775,0.0159576274454593
131,n03272562,0.014122761785984
132,n02480495,0.0121687222272157
133,n13044778,0.010336403734982
134,n03459775,0.0185216013342142
135,n13044778,0.010730936191976
136,n02092002,0.0132696898654103
137,n02089078,0.011063297279179
138,n03459775,0.017552301287651
139,n13037406,0.0114873591810464
140,n02092002,0.0117883067578077
141,n02092002,0.0133372340351343
142,n02483708,0.0110200066119432
143,n02480495,0.0123902801424264
144,n02092002,0.0112556600943207
145,n02480495,0.0127743277698755
146,n01748264,0.0134593397378921
147,n03485407,0.106780931353569
148,n03272562,0.0777065008878707
149,n02480495,0.0578222833573818
150,n01873310,0.010493965819478
151,n03899768,0.012149279937148
152,n03272562,0.0117057040333747
153,n03272562,0.0657269731163978
154,n02480495,0.0567390322685241
155,n02115641,0.0571159683167934
156,n02092002,0.0131950788199901
157,n02092002,0.0123485513031482
158,n03272562,0.0141092371195554
159,n03899768,0.0124228028580546
160,n03459775,0.0139551879838109
161,n02480495,0.0111773647367954
162,n03272562,0.0125498455017805
163,n03459775,0.0665833428502082
164,n02894605,0.0575123094022274
165,n02894605,0.0604337677359581
166,n02027492,0.0739242434501648
167,n02092002,0.0570070594549179
168,n03272562,0.0719754248857498
169,n03590841,0.0314742028713226
170,n03459775,0.015656353905797
171,n02099601,0.0105383917689323
172,n01798484,0.0261541828513145
173,n02667093,0.0158408433198928
174,n03485407,0.0127920070663094
175,n03272562,0.0138932783156633
176,n10565667,0.0700959637761116
177,n02326432,0.0135484552010893
178,n02115641,0.0113911181688308
179,n02092002,0.0141725270077586
180,n02092002,0.0132120875641703
181,n02480495,0.0111055634915828
182,n01748264,0.0189281068742275
183,n13044778,0.0109628904610872
184,n03459775,0.0175605341792106
185,n01601694,0.0131932441145181
186,n01601694,0.0160444304347038
187,n03272562,0.0154996551573276
188,n02894605,0.0100727099925279
189,n03272562,0.0143031822517514
190,n03590841,0.2097492218017578
191,n04296562,0.032424334436655
192,n03459775,0.0190367568284273
193,n03590841,0.0601348020136356
194,n02480495,0.0126339811831712
195,n13044778,0.0100911417976021
196,n03459775,0.0118858804926276
197,n02326432,0.0183884929865598
198,n02092002,0.0119786355644464
199,n02894605,0.0111314207315444
200,n02115641,0.0121310492977499
201,n13040303,0.0099936947226524
202,n02102177,0.0476824678480625
203,n01748264,0.0594547055661678
204,n02480495,0.0556966587901115
205,n02483708,0.011637320742011
206,n02027492,0.0351648703217506
207,n13044778,0.010582904331386
208,n03272562,0.0151771772652864
209,n13037406,0.0121841160580515
210,n10565667,0.023650886490941
211,n02480495,0.0132539737969636
212,n10565667,0.0369506925344467
213,n01798484,0.0314824059605598
214,n01855032,0.0438670441508293
215,n01798484,0.0879014655947685
216,n10565667,0.0850757956504821
217,n03459775,0.0786951184272766
218,n03459775,0.0166082810610532
219,n10565667,0.033630333840847
220,n03459775,0.025740060955286
221,n02092002,0.0135725205764174
222,n03459775,0.0195298288017511
223,n02027492,0.0178600251674652
224,n03314780,0.0515360496938228
225,n01855032,0.0231618117541074
226,n02027492,0.028929091989994
227,n03272562,0.0176083538681268
228,n03459775,0.0125071918591856
229,n01601694,0.0125863058492541
230,n03272562,0.0151524133980274
231,n02326432,0.0788662806153297
232,n03272562,0.0751083865761756
233,n10565667,0.0959561988711357
234,n03272562,0.0156531389802694
235,n02326432,0.0259057786315679
236,n02894605,0.0133995218202471
237,n02115641,0.0125631401315331
238,n02480495,0.0127865765243768
239,n03899768,0.0122170085087418
240,n01601694,0.0132848834618926
241,n02894605,0.0129412095993757
242,n02092002,0.0112864840775728
243,n03272562,0.0162264443933963
244,n10565667,0.0336025170981884
245,n02480495,0.0106897531077265
246,n02894605,0.0118234250694513
247,n03272562,0.0774801298975944
248,n01601694,0.0592490956187248
249,n04228054,0.1597192138433456
250,n02480495,0.0559322647750377
251,n03272562,0.0144872786477208
252,n01855032,0.0277538541704416
253,n02115641,0.0106517728418111
254,n02480495,0.013361164368689
255,n02894605,0.0122076077386736
256,n01855032,0.0489997453987598
257,n01855032,0.0471010282635688
258,n01748264,0.0183469913899898
259,n01855032,0.0358191728591918
260,n02102177,0.0101780369877815
261,n03459775,0.0209570657461881
262,n12998815,0.010756897740066
263,n10565667,0.0168770756572484
264,n03899768,0.0127603281289339
265,n02480495,0.0110648972913622
266,n03272562,0.01708609983325
267,n03459775,0.0178984384983778
268,n02102177,0.0109740057960152
269,n03109150,0.0306724142283201
270,n02092002,0.0123256416991353
271,n03459775,0.0184045191854238
272,n01855032,0.0264002792537212
273,n03272562,0.0142041351646184
274,n03485407,0.02812971919775
275,n01855032,0.0426845327019691
276,n03272562,0.0160926282405853
277,n02326432,0.0171133745461702
278,n03459775,0.0223858524113893
279,n02326432,0.0151716498658061
280,n03272562,0.0173523183912038
281,n01601694,0.0153207629919052
282,n02092002,0.0129425404593348
283,n02115641,0.0118409311398863
284,n10565667,0.015030981041491
285,n10565667,0.0271618105471134
286,n04296562,0.0806173682212829
287,n03899768,0.0124642997980117
288,n01601694,0.0131874708458781
289,n02326432,0.0190232694149017
290,n02027492,0.0295454692095518
291,n02092002,0.0132765648886561
292,n02480495,0.0124658728018403
293,n13044778,0.0500510744750499
294,n02894605,0.0600567832589149
295,n03272562,0.0781887471675872
296,n03459775,0.0152459498494863
297,n03272562,0.0182975474745035
298,n01855032,0.0339724011719226
299,n02480495,0.0109172333031892
300,n02115641,0.0142166130244731
301,n03590841,0.0345016978681087
302,n03272562,0.0153095889836549
303,n02027492,0.0200290735810995
304,n03459775,0.012183322571218
305,n02326432,0.0135765895247459
306,n02480495,0.0111712953075766
307,n02115641,0.0124206440523266
308,n02099601,0.0109069626778364
309,n03888257,0.021811056882143
310,n03272562,0.015105185098946
311,n03485407,0.0111671919003129
312,n01798484,0.1278899759054184
313,n02480495,0.0456627942621707
314,n03272562,0.075525626540184
315,n03899768,0.0459959805011749
316,n03459775,0.0750194117426872
317,n12998815,0.0531765520572662
318,n02480495,0.0580374933779239
319,n03345487,0.0127400923520326
320,n03590841,0.8247264623641968
321,n01855032,0.0302565451711416
322,n02840245,0.0134044354781508
323,n01798484,0.019615052267909
324,n01494475,0.0180773790925741
325,n02326432,0.0213133487850427
326,n02092002,0.0124489413574337
327,n03272562,0.0144213177263736
328,n02894605,0.0124050937592983
329,n02099601,0.0108292717486619
330,n03590841,0.0716022700071334
331,n03272562,0.0135691333562135
332,n10565667,0.1760352700948715
333,n03345487,0.0518481433391571
334,n03459775,0.0548490844666957
335,n03272562,0.0156390462070703
336,n02894605,0.0111958077177405
337,n03272562,0.013559004291892
338,n02092002,0.014939765445888
339,n02894605,0.0105157094076275
340,n02326432,0.0222614668309688
341,n01798484,0.0269806589931249
342,n01748264,0.0732194557785987
343,n02480495,0.0515877082943916
344,n02115641,0.0518305264413356
345,n01748264,0.0158729255199432
346,n02027492,0.0192164573818445
347,n02480495,0.0146774975582957
348,n02894605,0.0123860444873571
349,n04296562,0.035254243761301
350,n03272562,0.0176680777221918
351,n01855032,0.0504936575889587
352,n02102177,0.0108056496828794
353,n03459775,0.0116145052015781
354,n02092002,0.0124831032007932
355,n01855032,0.022845996543765
356,n03272562,0.0163477696478366
357,n02840245,0.0117873046547174
358,n02808304,0.0176728088408708
359,n02480495,0.0104637062177062
360,n03459775,0.0124235767871141
361,n13037406,0.0111013874411582
362,n03272562,0.0128970863297581
363,n03459775,0.0155676202848553
364,n02480495,0.056135918945074
365,n03459775,0.0617347545921802
366,n13044778,0.0474915727972984
367,n02483708,0.0526473708450794
368,n01494475,0.0382341518998146
369,n10565667,0.0174075029790401
370,n10565667,0.018114136531949
371,n02102177,0.0114558581262826
372,n02840245,0.0129215139895677
373,n13037406,0.0119305504485964
374,n03272562,0.0129961594939231
375,n10565667,0.0185771156102418
376,n03272562,0.0191271062940359
377,n02480495,0.0114099308848381
378,n03272562,0.0152802383527159
379,n03590841,0.2240573167800903
380,n03459775,0.0126010430976748
381,n02326432,0.0225946251302957
382,n02480495,0.0118166860193014
383,n03272562,0.0143476175144314
384,n02326432,0.0149560188874602
385,n01798484,0.0247816834598779
386,n03345487,0.0106892539188265
387,n02326432,0.0764800980687141
388,n03459775,0.0660144984722137
389,n02033041,0.2115520536899566
390,n13037406,0.0114405676722526
391,n02894605,0.013176517561078
392,n03272562,0.0153829595074057
393,n13044778,0.0111319124698638
394,n01798484,0.0372031889855861
395,n03459775,0.014259373769164
396,n02092002,0.0113047249615192
397,n01855032,0.0540968105196952
398,n02894605,0.0130551671609282
399,n01855032,0.0447441302239894
400,n02092002,0.0113444989547133
401,n12998815,0.0121685042977333
402,n02894605,0.0123195108026266
403,n03459775,0.0189155042171478
404,n02326432,0.0210808161646127
405,n12998815,0.011886685155332
406,n03272562,0.0194428320974111
407,n04418357,0.0934005752205848
408,n03272562,0.0174091551452875
409,n02115641,0.012365048751235
410,n02326432,0.0199733730405569
411,n10565667,0.1240499839186668
412,n02027492,0.0179202631115913
413,n03590841,0.2081086039543151
414,n03590841,0.0387741476297378
415,n03272562,0.0147226024419069
416,n02115641,0.0106443604454398
417,n13037406,0.0131472405046224
418,n02480495,0.0130004324018955
419,n02089078,0.0103552183136343
420,n01601694,0.0135509679093956
421,n03272562,0.0117314783856272
422,n02480495,0.0141128357499837
423,n04228054,0.1914902925491333
424,n01798484,0.1694764494895935
425,n02480495,0.0598088800907135
426,n03888257,0.0163242369890213
427,n03272562,0.0141615560278296
428,n02480495,0.0142092341557145
429,n02667093,0.0142705282196402
430,n02480495,0.0104177510365843
431,n03272562,0.0122859114781022
432,n12998815,0.0110593689605593
433,n03272562,0.0182735361158847
434,n02480495,0.0116257555782794
435,n03459775,0.0195254255086183
436,n03272562,0.0146283498033881
437,n03272562,0.0151615310460329
438,n02027492,0.0194794461131095
439,n02102177,0.0112959705293178
440,n01855032,0.0278224572539329
441,n02092002,0.0114971240982413
442,n02483708,0.0113777332007884
443,n02027492,0.0327123589813709
444,n02326432,0.0185299851000309
445,n02480495,0.0118284812197089
446,n02102177,0.0113448798656463
447,n12998815,0.0124339070171117
448,n03272562,0.0155151523649692
449,n02165105,0.013332094065845
450,n03459775,0.0139486622065305
451,n02092002,0.0126267960295081
452,n02326432,0.025988757610321
453,n03272562,0.0156251173466444
454,n01798484,0.0266225282102823
455,n13037406,0.0109756644815206
456,n03272562,0.0177545193582773
457,n03272562,0.0156546719372272
458,n03459775,0.0241666119545698
459,n13044778,0.0103891361504793
460,n03272562,0.015040760859847
461,n03314780,0.0257099587470293
462,n03272562,0.0156126730144023
463,n03590841,0.2120988517999649
464,n03272562,0.0174233466386795
465,n04591157,0.2525714039802551
466,n02092002,0.0125530548393726
467,n04296562,0.0393936298787593
468,n03590841,0.1681351065635681
469,n02092002,0.0122470520436763
470,n10565667,0.0271327681839466
471,n03459775,0.0205665249377489
472,n03544143,0.5864148139953613
473,n01798484,0.0216065775603055
474,n02092002,0.0116659887135028
475,n02092002,0.0117022478953003
476,n03272562,0.0123964939266443
477,n01601694,0.0130771193653345
478,n03459775,0.0160707738250494
479,n03459775,0.0183517653495073
480,n03459775,0.0147488117218017
481,n01855032,0.0373606830835342
482,n12998815,0.0115000391378998
483,n02480495,0.0119562456384301
484,n03498962,0.0156090687960386
485,n02092002,0.0119240572676062
486,n10565667,0.0240417513996362
487,n03459775,0.0145499585196375
488,n02102177,0.0120528088882565
489,n03272562,0.0145807052031159
490,n03459775,0.0146569674834609
491,n03272562,0.0172059945762157
492,n02326432,0.0208471324294805
493,n03899768,0.0115397721529006
494,n03272562,0.016527434810996
495,n03272562,0.0131874289363622
496,n03272562,0.018435763195157
497,n02033041,0.0255151074379682
498,n03272562,0.0158217959105968
499,n03272562,0.0161366555839777
500,n03272562,0.0141984298825263
501,n03899768,0.0123743722215294
502,n03272562,0.0180339105427265
503,n03459775,0.0160641018301248
504,n03272562,0.0176756642758846
505,n02480495,0.0121080102398991
506,n02027492,0.0226380471140146
507,n04296562,0.0372849851846694
508,n02326432,0.0199970602989196
509,n03459775,0.0137955779209733
510,n03459775,0.0216275714337825
511,n02326432,0.0191331561654806
512,n01601694,0.0133387669920921
513,n02114367,0.0109434006735682
514,n03899768,0.0515250526368618
515,n02894605,0.0553360916674137
516,n03459775,0.060558870434761
517,n03459775,0.0139950066804885
518,n10565667,0.0387211143970489
519,n03485407,0.0141495214775204
520,n02480495,0.0120632322505116
521,n02480495,0.0114571284502744
522,n02894605,0.0120325908064842
523,n01601694,0.0135513506829738
524,n02092002,0.0126120671629905
525,n02480495,0.0116981547325849
526,n02028035,0.0140953287482261
527,n03344393,0.0131204770877957
528,n03272562,0.0176057685166597
529,n03272562,0.0130489934235811
530,n03272562,0.0132020656019449
531,n03272562,0.0160345062613487
532,n03272562,0.0195077173411846
533,n01855032,0.0416374020278453
534,n02102177,0.0111249219626188
535,n06359193,0.0343416705727577
536,n01855032,0.0389114059507846
537,n10565667,0.0311496742069721
538,n03899768,0.011892463080585
539,n03899768,0.0124370343983173
540,n01798484,0.032444454729557
541,n13037406,0.0122142257168889
542,n13037406,0.0122852297499775
543,n03272562,0.0141719942912459
544,n01494475,0.0204533413052558
545,n03272562,0.0131823001429438
546,n03272562,0.0189534965902566
547,n03272562,0.0167567022144794
548,n02480495,0.0113590359687805
549,n03272562,0.013161864131689
550,n13044778,0.0098937088623642
551,n02894605,0.0125488862395286
552,n03272562,0.0171127207577228
553,n13044778,0.0547186322510242
554,n03743016,0.0519349835813045
555,n02326432,0.0811178460717201
556,n02326432,0.086333654820919
557,n02326432,0.0916596576571464
558,n02092002,0.0709224492311477
559,n02480495,0.0116264075040817
560,n01601694,0.0138843338936567
561,n02326432,0.0195278339087963
562,n13044778,0.0105604538694024
563,n10565667,0.2649631202220917
564,n03590841,0.0971041843295097
565,n03272562,0.0791615322232246
566,n01798484,0.0256833266466856
567,n01855032,0.0492324791848659
568,n01855032,0.043473020195961
569,n13044778,0.0110879372805356
570,n03272562,0.0148393912240862
571,n02326432,0.0198285281658172
572,n01748264,0.0153998974710702
573,n03459775,0.0159777961671352
574,n02326432,0.0253456477075815
575,n03272562,0.016181644052267
576,n03272562,0.0167822875082492
577,n02326432,0.0177474487572908
578,n02840245,0.029278676956892
579,n10565667,0.0313236713409423
580,n02480495,0.0119404066354036
581,n02480495,0.0130963791161775
582,n03459775,0.0144726308062672
583,n03272562,0.0166866313666105
584,n13037406,0.0118712112307548
585,n02092002,0.0134309390559792
586,n02480495,0.0118899326771497
587,n13040303,0.0095600439235568
588,n02092002,0.0110453087836503
589,n13037406,0.0111518818885087
590,n02027492,0.0290105827152729
591,n02326432,0.0156301464885473
592,n03272562,0.0177355241030454
593,n03459775,0.016743816435337
594,n03459775,0.0144502893090248
595,n02092002,0.0119111463427543
596,n03459775,0.0191812831908464
597,n03272562,0.0134364394471049
598,n03272562,0.0183845460414886
599,n02102177,0.0110954213887453
600,n02480495,0.010626109316945
601,n02894605,0.012068985030055
602,n12998815,0.0570081993937492
603,n01601694,0.0495530739426612
604,n03272562,0.0742954835295677
